driver_id,timestamp,speed,acceleration,brake_force,gps_lat,gps_long,overspeed,sudden_brake,sharp_turn,deviation_from_route,on_time_delivery,idle,fatigue_detected,score
D001,2025-06-01 12:50:00,30,-0.1,0.74,14.658753,121.083472,0,0,0,4.907807225969242,1,0,0,96.08297349662769
D001,2025-06-01 13:00:00,62,-1.54,1.2,14.507726,120.913677,0,1,0,2.030820130561056,1,0,0,95.17226188249505
D001,2025-06-01 13:10:00,59,-1.77,0.6,14.684038,120.914736,0,0,0,2.4843150500594513,0,0,0,97.76411645494649
D001,2025-06-01 13:20:00,37,1.41,0.13,14.592841,121.049641,0,0,0,4.733516323585553,1,0,0,96.239835308773
D001,2025-06-01 13:30:00,58,-0.71,0.99,14.696783,121.057806,0,0,0,1.6788390004857332,1,0,0,98.98904489956284
D001,2025-06-01 13:40:00,33,-0.96,0.39,14.680489,121.05717,0,0,0,1.9653669525423174,1,0,0,98.73116974271191
D001,2025-06-01 13:50:00,40,-0.77,0.02,14.521776,121.077767,0,0,0,2.4810079495948543,1,0,0,98.26709284536463
D001,2025-06-01 14:00:00,61,1.9,0.28,14.67521,120.936884,0,0,0,3.7573760458036007,1,0,0,97.11836155877675
D001,2025-06-01 14:10:00,49,-0.24,0.6,14.504709,120.979827,0,0,0,4.688750626628016,0,0,0,95.78012443603478
D001,2025-06-01 14:20:00,36,-1.24,0.48,14.696454,121.044084,0,0,0,3.113636570135337,1,0,0,97.6977270868782
D001,2025-06-01 14:30:00,30,2.19,0.25,14.503666,120.91374,0,0,0,2.813081724130158,1,0,0,97.96822644828286
D001,2025-06-01 14:40:00,0,1.26,0.69,14.681361,121.097304,0,0,0,4.794121908001181,0,1,0,95.08529028279894
D001,2025-06-01 14:50:00,66,-1.57,1.02,14.608844,120.909941,0,1,0,3.7116252892959523,0,0,0,93.15953723963364
D001,2025-06-01 15:00:00,51,0.19,0.51,14.542424,121.032303,0,0,0,4.834883938532737,1,0,0,96.14860445532054
D001,2025-06-01 15:10:00,83,-1.64,1.19,14.549319,121.015808,0,1,0,1.3842466679412286,1,0,0,95.7541779988529
D001,2025-06-01 15:20:00,73,-1.94,1.03,14.529529,121.098189,0,1,0,1.2239776333765349,1,0,0,95.89842012996112
D001,2025-06-01 15:30:00,83,-0.21,0.08,14.521879,120.928318,0,0,0,2.0060534523451805,1,0,0,98.69455189288934
D001,2025-06-01 15:40:00,55,-2.29,0.35,14.582978,120.987899,0,0,0,3.2844399667488413,1,0,0,97.54400402992604
D001,2025-06-01 15:50:00,34,1.81,0.5,14.63812,121.075219,0,0,0,2.214438399990405,1,0,0,98.50700544000864
D001,2025-06-01 16:00:00,46,-0.78,0.98,14.539814,120.921676,0,0,0,2.4843168697483753,1,0,0,98.26411481722646
D001,2025-06-01 16:10:00,42,-2.4,0.72,14.687343,121.005061,0,0,0,5.606987930519705,0,0,0,94.95371086253226
D001,2025-06-01 16:20:00,52,1.63,1.17,14.578804,120.927892,0,1,0,3.0291936768219436,1,0,0,94.27372569086025
D001,2025-06-01 16:30:00,83,-0.77,0.42,14.654949,121.057085,0,0,0,5.9080920623321305,0,0,1,90.68271714390109
D001,2025-06-01 16:40:00,39,0.48,1.18,14.630071,121.012187,0,1,0,3.5188225385322225,1,0,0,93.833059715321
D001,2025-06-01 16:50:00,39,-0.85,1.06,14.597996,120.902924,0,1,0,2.394621682992198,1,0,0,94.84484048530702
D001,2025-06-01 17:00:00,72,0.21,0.82,14.573627,120.96345,0,0,0,3.8599230600485863,1,0,0,97.02606924595628
D001,2025-06-01 17:10:00,83,-0.46,0.15,14.518546,120.911922,0,0,0,2.253223524956781,0,0,0,97.9720988275389
D001,2025-06-01 17:20:00,61,-2.37,0.55,14.512205,120.96317,0,0,0,4.200806632120165,1,0,0,96.71927403109186
D001,2025-06-01 17:30:00,78,-1.85,0.72,14.561527,120.921247,0,0,0,2.8057928872152407,1,0,0,97.97478640150628
D001,2025-06-01 17:40:00,52,-1.58,0.12,14.588824,120.952503,0,0,0,3.572752317576958,1,0,0,97.28452291418074
D001,2025-06-01 17:50:00,30,-1.55,0.45,14.639214,121.029808,0,0,0,5.8692121227263225,1,0,0,95.2177090895463
D001,2025-06-02 08:00:00,47,-0.65,0.66,14.600424,121.064514,0,0,0,1.8592740016277882,1,0,0,98.82665339853499
D001,2025-06-02 08:10:00,72,0.35,0.04,14.551308,120.918666,0,0,0,2.807051761922464,1,0,0,97.97365341426978
D001,2025-06-02 08:20:00,41,1.1,1.17,14.557146,121.075781,0,1,0,1.8758572226404027,1,0,0,95.31172849962364
D001,2025-06-02 08:30:00,74,0.49,0.87,14.54864,121.051617,0,0,0,2.266391899966364,1,0,0,98.46024729003027
D001,2025-06-02 08:40:00,34,-0.09,0.88,14.513519,121.09835,0,0,0,4.58915968287434,1,0,0,96.36975628541309
D001,2025-06-02 08:50:00,41,-2.34,0.66,14.557971,120.95688,0,0,0,4.196581350299782,1,0,0,96.7230767847302
D001,2025-06-02 09:00:00,83,-2.44,0.44,14.550696,120.952497,0,0,0,3.1542241396314417,1,0,0,97.6611982743317
D001,2025-06-02 09:10:00,44,-0.7,1.19,14.660704,121.015738,0,1,0,1.4931113875437976,0,0,0,95.15619975121058
D001,2025-06-02 09:20:00,31,0.59,0.53,14.506174,121.044162,0,0,0,5.245518316427321,1,0,0,95.77903351521542
D001,2025-06-02 09:30:00,52,-0.84,0.77,14.652054,121.084804,0,0,0,4.977080145536665,0,0,0,95.520627869017
D001,2025-06-02 09:40:00,44,0.83,0.43,14.519792,120.989506,0,0,0,5.704231354897239,1,0,0,95.36619178059249
D001,2025-06-02 09:50:00,62,-1.56,1.15,14.658852,120.91227,0,1,0,5.015916228805411,1,0,0,92.48567539407513
D001,2025-06-02 10:00:00,46,-2.0,0.2,14.505612,120.926738,0,0,0,2.806016546247531,1,0,0,97.97458510837723
D001,2025-06-02 10:10:00,65,0.82,1.01,14.695925,120.904756,0,1,0,5.10291587754682,1,0,0,92.40737571020786
D001,2025-06-02 10:20:00,33,0.38,0.89,14.568787,120.916099,0,0,0,3.4922554609359038,0,0,0,96.85697008515768
D001,2025-06-02 10:30:00,81,-0.97,0.59,14.596233,121.085858,0,0,0,3.420721066624724,0,0,0,96.92135104003775
D001,2025-06-02 10:40:00,78,-0.66,0.88,14.609844,121.00768,0,0,0,5.178877706155388,1,0,0,95.83901006446015
D001,2025-06-02 10:50:00,34,0.53,0.53,14.560724,121.030142,0,0,0,5.951996818670429,1,0,0,95.14320286319662
D001,2025-06-02 11:00:00,46,2.22,0.45,14.545635,120.91174,0,0,0,2.289957519910173,1,0,0,98.43903823208085
D001,2025-06-02 11:10:00,58,1.7,1.0,14.619649,120.966188,0,0,0,2.6567329808185183,1,0,0,98.10894031726333
D001,2025-06-02 11:20:00,67,-0.58,0.27,14.691734,120.902261,0,0,0,1.9562459022097014,1,0,0,98.73937868801127
D001,2025-06-02 11:30:00,83,1.88,0.35,14.629683,121.051018,0,0,0,5.066875806679464,1,0,0,95.93981177398848
D001,2025-06-02 11:40:00,37,1.83,0.04,14.5573,121.091051,0,0,0,3.4331745638709332,0,0,0,96.91014289251616
D001,2025-06-02 11:50:00,43,-2.47,0.56,14.580307,121.058673,0,0,0,4.490102906094735,1,0,0,96.45890738451475
D001,2025-06-02 12:00:00,49,1.37,1.17,14.586346,121.060254,0,1,0,2.445119660767013,1,0,0,94.7993923053097
D001,2025-06-02 12:10:00,82,2.27,0.01,14.540343,121.091975,0,0,0,5.510340533000012,1,0,0,95.54069352029998
D001,2025-06-02 12:20:00,52,-1.78,0.54,14.622752,120.914748,0,0,0,3.4260090897970987,1,0,0,97.41659181918261
D001,2025-06-02 12:30:00,36,-0.68,0.35,14.546567,120.995974,0,0,0,2.4712221597126836,1,0,0,98.27590005625858
D001,2025-06-02 12:40:00,38,-0.49,0.89,14.516271,120.986096,0,0,0,2.801675563844049,1,0,0,97.97849199254036
D001,2025-06-02 12:50:00,65,-1.89,0.58,14.595601,121.069482,0,0,0,4.4635915672234585,1,0,0,96.48276758949889
D001,2025-06-02 13:00:00,32,-0.67,0.78,14.582394,121.056021,0,0,0,3.949908752459641,0,0,0,96.44508212278632
D001,2025-06-02 13:10:00,75,-2.23,0.37,14.531881,121.027796,0,0,0,1.147768017262473,1,0,0,99.46700878446377
D001,2025-06-02 13:20:00,0,2.18,0.64,14.622356,120.94154,0,0,0,2.0145043147848956,1,1,0,98.0869461166936
D001,2025-06-02 13:30:00,38,1.48,1.11,14.685022,120.929835,0,1,0,1.988023497876922,0,0,0,94.71077885191077
D001,2025-06-02 13:40:00,69,-1.46,0.94,14.59024,120.901296,0,0,0,3.0267484405075242,1,0,0,97.77592640354322
D001,2025-06-02 13:50:00,61,2.25,1.1,14.568555,121.001501,0,1,0,1.2150571175855964,1,0,0,95.90644859417296
D001,2025-06-02 14:00:00,33,-1.48,1.05,14.674592,120.976018,0,1,0,2.6643550898041974,1,0,0,94.60208041917622
D001,2025-06-02 14:10:00,71,-2.04,0.41,14.530289,121.092685,0,0,0,4.062659519111236,1,0,0,96.84360643279989
D001,2025-06-02 14:20:00,44,-0.94,0.25,14.685053,120.970393,0,0,0,4.819869395163593,1,0,0,96.16211754435277
D001,2025-06-02 14:30:00,57,-1.56,0.77,14.647869,121.059666,0,0,0,3.644828089151028,0,0,0,96.71965471976408
D001,2025-06-02 14:40:00,49,-1.44,0.9,14.659067,121.068412,0,0,0,1.459812300562537,1,0,0,99.18616892949372
D001,2025-06-02 14:50:00,55,1.63,0.64,14.604865,121.033942,0,0,0,1.5096100764228162,1,0,0,99.14135093121946
D001,2025-06-02 15:00:00,79,0.47,0.19,14.537626,120.975272,0,0,0,5.415725935596705,1,0,0,95.62584665796297
D001,2025-06-02 15:10:00,61,-2.05,0.98,14.512953,121.073599,0,0,0,4.9258642398313865,0,0,0,95.56672218415176
D001,2025-06-02 15:20:00,81,2.08,0.03,14.537225,120.935322,0,0,0,3.117723799981852,1,0,0,97.69404858001633
D001,2025-06-02 15:30:00,57,0.63,0.21,14.577139,120.960606,0,0,0,1.3797047188397895,1,0,0,99.25826575304418
D001,2025-06-02 15:40:00,43,-2.2,0.34,14.505403,121.001139,0,0,0,5.342246955950109,1,0,0,95.6919777396449
D001,2025-06-02 15:50:00,48,1.06,0.11,14.658411,121.071218,0,0,0,1.714392959712038,1,0,0,98.95704633625917
D001,2025-06-02 16:00:00,0,2.28,0.59,14.525407,120.971487,0,0,0,3.073841349994457,1,1,0,97.13354278500499
D001,2025-06-02 16:10:00,81,-1.64,0.23,14.681926,120.938751,0,0,0,4.201748465338193,1,0,0,96.71842638119563
D001,2025-06-02 16:20:00,70,0.64,0.98,14.626064,121.063579,0,0,0,1.2338289874698696,1,0,0,99.38955391127712
D001,2025-06-02 16:30:00,30,-2.32,0.43,14.673542,120.902817,0,0,0,5.458141787492226,0,0,0,95.087672391257
D001,2025-06-02 16:40:00,76,2.24,1.06,14.61177,121.092489,0,1,0,3.855783897922477,1,0,0,93.52979449186977
D001,2025-06-02 16:50:00,31,2.22,1.16,14.646843,120.907927,0,1,0,3.998253023534045,1,0,0,93.40157227881936
D001,2025-06-02 17:00:00,62,-1.77,0.34,14.675353,120.965361,0,0,0,3.647125914767536,1,0,0,97.21758667670922
D001,2025-06-02 17:10:00,48,-0.6,0.65,14.583756,121.093115,0,0,0,5.974423760731546,0,0,0,94.6230186153416
D001,2025-06-02 17:20:00,31,-0.91,0.42,14.654865,121.095891,0,0,0,3.7055890155867774,1,0,0,97.1649698859719
D001,2025-06-02 17:30:00,81,-2.45,1.13,14.611068,121.099182,0,1,0,3.4215645942178727,1,0,0,93.92059186520392
D001,2025-06-02 17:40:00,78,-1.71,0.77,14.641653,121.053657,0,0,0,1.145079800193109,1,0,0,99.4694281798262
D001,2025-06-02 17:50:00,54,0.61,0.49,14.672584,120.925138,0,0,0,3.14444471198366,0,0,0,97.1699997592147
D001,2025-06-03 08:00:00,55,-0.88,0.91,14.515819,121.076072,0,0,0,2.7289848736347797,1,0,0,98.0439136137287
D001,2025-06-03 08:10:00,49,-1.62,0.67,14.670172,120.901705,0,0,0,4.320112067271786,1,0,0,96.61189913945539
D001,2025-06-03 08:20:00,34,-0.53,0.05,14.556285,121.033824,0,0,0,4.316937295627079,1,0,0,96.61475643393563
D001,2025-06-03 08:30:00,83,-2.03,0.75,14.674878,120.921569,0,0,0,4.3064768552817,0,0,0,96.12417083024647
D001,2025-06-03 08:40:00,79,0.15,0.02,14.586971,120.974607,0,0,0,1.930836198111299,0,0,0,98.26224742169983
D001,2025-06-03 08:50:00,60,-0.14,1.12,14.666748,120.91641,0,1,0,3.215595400984489,1,0,0,94.10596413911396
D001,2025-06-03 09:00:00,67,-0.76,1.2,14.663606,121.045443,0,1,0,5.144169548578105,0,0,0,91.8702474062797
D001,2025-06-03 09:10:00,69,-1.64,0.12,14.630537,120.953795,0,0,0,2.772597871306163,1,0,0,98.00466191582446
D001,2025-06-03 09:20:00,73,2.17,0.95,14.529153,121.010569,0,0,0,5.31399433164651,1,0,0,95.71740510151814
D001,2025-06-03 09:30:00,71,-0.21,0.31,14.520093,120.946405,0,0,0,1.519962740150598,1,0,0,99.13203353386446
D001,2025-06-03 09:40:00,83,2.5,0.52,14.50797,121.000289,0,0,0,3.9569373957335183,1,0,0,96.93875634383983
D001,2025-06-03 09:50:00,46,-2.19,0.68,14.513168,120.927137,0,0,0,5.283524606677935,1,0,0,95.74482785398986
D001,2025-06-03 10:00:00,47,-2.29,0.12,14.6297,121.013487,0,0,0,3.3078621939959776,1,0,0,97.52292402540363
D001,2025-06-03 10:10:00,72,0.42,0.46,14.572445,120.983225,0,0,0,5.2828860150660715,1,0,0,95.74540258644053
D001,2025-06-03 10:20:00,35,0.39,0.92,14.559971,120.914225,0,0,0,3.5017679043183296,1,0,0,97.3484088861135
D001,2025-06-03 10:30:00,78,0.92,1.06,14.516386,121.035504,0,1,0,1.0463854317887713,0,0,0,95.5582531113901
D001,2025-06-03 10:40:00,32,-2.24,1.0,14.551056,120.970306,0,0,0,1.42916083140816,1,0,0,99.21375525173265
D001,2025-06-03 10:50:00,78,2.17,0.87,14.609295,120.984823,0,0,0,1.1949079224486243,1,0,1,95.42458286979624
D001,2025-06-03 11:00:00,80,2.27,0.39,14.645054,121.034422,0,0,0,1.5895867114229048,1,0,0,99.06937195971939
D001,2025-06-03 11:10:00,78,1.17,1.03,14.66116,120.970082,0,1,0,1.0996873470811432,1,0,0,96.01028138762697
D001,2025-06-03 11:20:00,32,2.35,0.46,14.566715,120.906516,0,0,0,1.240885053887545,1,0,0,99.3832034515012
D001,2025-06-03 11:30:00,83,2.0,0.78,14.506949,120.992544,0,0,0,5.024823037870638,1,0,0,95.97765926591643
D001,2025-06-03 11:40:00,60,0.09,0.11,14.553504,121.087693,0,0,0,4.402669447070071,1,0,0,96.53759749763694
D001,2025-06-03 11:50:00,68,1.13,0.13,14.661715,121.054712,0,0,0,1.4579470963761412,1,0,0,99.18784761326147
D001,2025-06-03 12:00:00,42,1.94,0.31,14.501463,121.013862,0,0,0,4.103821245059038,1,0,0,96.80656087944686
D001,2025-06-03 12:10:00,82,-1.54,0.36,14.516223,121.048719,0,0,0,3.4212665665077147,1,0,0,97.42086009014305
D001,2025-06-03 12:20:00,40,0.66,1.0,14.577977,121.048794,0,0,0,4.45074184900283,1,0,0,96.49433233589745
D001,2025-06-03 12:30:00,43,-2.04,0.54,14.641628,121.013693,0,0,0,4.5170633475673085,1,0,0,96.43464298718942
D001,2025-06-03 12:40:00,47,-1.24,0.98,14.549394,120.960703,0,0,0,5.605703093245154,1,0,0,95.45486721607936
D001,2025-06-03 12:50:00,43,-1.75,0.6,14.697089,120.956181,0,0,0,3.1283530644992714,1,0,0,97.68448224195066
D001,2025-06-03 13:00:00,44,-1.56,0.95,14.627349,120.971145,0,0,0,3.09949895840586,1,0,0,97.71045093743473
D001,2025-06-03 13:10:00,53,-2.07,0.04,14.517764,121.006443,0,0,0,2.8823728273981697,1,0,0,97.90586445534164
D001,2025-06-03 13:20:00,36,-0.37,1.13,14.542407,120.941635,0,1,0,3.663748221956948,1,0,0,93.70262660023874
D001,2025-06-03 13:30:00,45,-0.51,0.69,14.547242,120.956288,0,0,0,2.987538150757496,1,0,0,97.81121566431825
D001,2025-06-03 13:40:00,83,-0.14,1.07,14.58744,121.06187,0,1,0,4.305158149055723,1,0,0,93.12535766584985
D001,2025-06-03 13:50:00,51,-2.03,1.04,14.531582,120.915961,0,1,0,2.984324099143277,1,0,0,94.31410831077105
D001,2025-06-03 14:00:00,81,0.58,0.86,14.575093,121.032099,0,0,0,1.1826415464589322,0,0,0,98.93562260818696
D001,2025-06-03 14:10:00,67,-2.49,0.17,14.645686,120.94455,0,0,0,2.0027883771121857,1,0,0,98.69749046059903
D001,2025-06-03 14:20:00,70,0.21,0.44,14.572261,121.012604,0,0,0,1.2956841535332777,1,0,0,99.33388426182005
D001,2025-06-03 14:30:00,47,-2.36,0.41,14.5058,120.903013,0,0,0,5.397045228783926,1,0,0,95.64265929409447
D001,2025-06-03 14:40:00,62,2.37,0.82,14.571761,120.933884,0,0,0,4.954888716529499,1,0,0,96.04060015512346
D001,2025-06-03 14:50:00,65,-0.88,0.34,14.653304,121.034609,0,0,0,1.8883808040103691,1,0,0,98.80045727639067
D001,2025-06-03 15:00:00,46,0.35,1.19,14.683322,120.904857,0,1,0,3.8655488131398403,0,0,0,93.02100606817415
D001,2025-06-03 15:10:00,53,1.23,0.13,14.566454,121.070626,0,0,0,5.508198967369434,1,0,0,95.54262092936752
D001,2025-06-03 15:20:00,79,-2.36,0.18,14.681667,121.020302,0,0,0,5.563383080346068,1,0,0,95.49295522768854
D001,2025-06-03 15:30:00,52,1.32,0.95,14.604234,120.983694,0,0,0,1.0486515797686198,0,0,0,99.05621357820824
D001,2025-06-03 15:40:00,57,-0.02,0.71,14.677711,120.930369,0,0,0,2.826154084241121,1,0,0,97.956461324183
D001,2025-06-03 15:50:00,50,0.78,0.26,14.662058,120.94291,0,0,0,5.4041151817180815,1,0,0,95.63629633645373
D001,2025-06-03 16:00:00,54,-2.28,0.81,14.662835,120.930437,0,0,0,1.80518734268899,1,0,0,98.8753313915799
D001,2025-06-03 16:10:00,76,0.46,0.25,14.589271,121.010233,0,0,0,1.3268294658971533,1,0,0,99.30585348069256
D001,2025-06-03 16:20:00,48,1.16,0.76,14.530048,120.959355,0,0,0,1.2476529093266282,1,0,0,99.37711238160604
D001,2025-06-03 16:30:00,75,-0.91,0.81,14.600633,120.94204,0,0,0,1.3983027008665458,1,0,0,99.24152756922011
D001,2025-06-03 16:40:00,52,-0.39,0.53,14.624606,120.948238,0,0,0,1.081086213319479,1,0,0,99.52702240801247
D001,2025-06-03 16:50:00,44,2.16,0.43,14.668062,121.014061,0,0,0,3.562425133411786,1,0,0,97.2938173799294
D001,2025-06-03 17:00:00,45,-1.28,0.79,14.587667,120.927948,0,0,0,2.011874586353816,1,0,0,98.68931287228156
D001,2025-06-03 17:10:00,63,0.83,0.44,14.66134,121.097992,0,0,0,3.8959756987015073,0,0,0,96.49362187116864
D001,2025-06-03 17:20:00,35,0.12,0.36,14.680506,121.041501,0,0,0,2.84054075209559,1,0,0,97.94351332311396
D001,2025-06-03 17:30:00,42,-0.43,0.31,14.626895,121.052406,0,0,0,5.0308603613850345,1,0,0,95.97222567475347
D001,2025-06-03 17:40:00,49,1.94,0.03,14.685703,120.938672,0,0,0,2.781354381491771,1,0,0,97.99678105665741
D001,2025-06-03 17:50:00,46,-0.7,0.14,14.584233,120.991786,0,0,0,3.3831417913288973,1,0,0,97.455172387804
D001,2025-06-04 08:00:00,52,0.77,0.56,14.627949,120.970958,0,0,0,1.0685156155554656,1,0,0,99.53833594600007
D001,2025-06-04 08:10:00,79,0.39,0.01,14.54258,120.969502,0,0,0,1.1438725304854527,0,0,0,98.9705147225631
D001,2025-06-04 08:20:00,32,0.48,0.15,14.536897,121.097237,0,0,0,5.369989842244888,0,0,0,95.1670091419796
D001,2025-06-04 08:30:00,70,-0.78,0.04,14.591989,121.056386,0,0,0,2.1638750647792007,1,0,0,98.55251244169872
D001,2025-06-04 08:40:00,52,0.75,0.86,14.551502,121.060582,0,0,0,2.5456466936103745,1,0,0,98.20891797575067
D001,2025-06-04 08:50:00,45,1.26,0.74,14.688423,121.064687,0,0,0,5.371153946216814,0,0,0,95.16596144840487
D001,2025-06-04 09:00:00,39,-1.84,0.99,14.680655,121.02164,0,0,0,4.799897282354465,1,0,1,92.18009244588099
D001,2025-06-04 09:10:00,66,0.31,0.47,14.594546,120.948962,0,0,0,3.6756982123547948,1,0,0,97.19187160888069
D001,2025-06-04 09:20:00,81,0.35,0.29,14.55738,121.061592,0,0,0,2.135542832310189,1,0,0,98.57801145092083
D001,2025-06-04 09:30:00,73,-0.23,0.92,14.597435,120.967483,0,0,0,4.738261449480228,0,0,0,95.7355646954678
D001,2025-06-04 09:40:00,0,-0.11,0.39,14.529094,121.021851,0,0,0,1.0558308029497963,1,1,0,98.94975227734518
D001,2025-06-04 09:50:00,57,0.53,0.41,14.517706,121.034103,0,0,0,1.0205003831171846,1,0,0,99.58154965519454
D001,2025-06-04 10:00:00,42,0.42,0.0,14.59068,120.902805,0,0,0,2.070595093634309,1,0,0,98.63646441572912
D001,2025-06-04 10:10:00,0,-1.7,0.04,14.576046,121.075594,0,0,0,5.284061722965216,1,1,0,95.14434444933131
D001,2025-06-04 10:20:00,75,2.21,0.41,14.682952,121.077313,0,0,0,4.811896985881331,1,0,0,96.1692927127068
D001,2025-06-04 10:30:00,54,1.96,0.63,14.678198,120.927552,0,0,0,2.972401168021241,1,0,0,97.82483894878088
D001,2025-06-04 10:40:00,49,-2.04,0.39,14.66725,120.916912,0,0,0,4.048484677568046,1,0,0,96.85636379018875
D001,2025-06-04 10:50:00,38,-0.72,0.03,14.530121,121.056638,0,0,0,4.721312347937205,1,0,0,96.25081888685652
D001,2025-06-04 11:00:00,61,0.26,0.66,14.662541,120.947684,0,0,0,1.2061223327489026,1,0,0,99.414489900526
D001,2025-06-04 11:10:00,73,1.34,0.95,14.548052,121.093088,0,0,0,3.9972553693123523,1,0,0,96.90247016761889
D001,2025-06-04 11:20:00,34,2.01,0.49,14.514918,121.032828,0,0,0,4.850388546578387,1,0,0,96.13465030807946
D001,2025-06-04 11:30:00,43,1.83,0.06,14.516331,120.973458,0,0,0,2.421458778766875,1,0,0,98.32068709910982
D001,2025-06-04 11:40:00,82,-2.1,1.08,14.598867,121.074069,0,1,0,1.7169707478012493,1,0,0,95.45472632697887
D001,2025-06-04 11:50:00,41,2.17,0.02,14.516675,120.95671,0,0,0,1.47913976047942,1,0,0,99.16877421556852
D001,2025-06-04 12:00:00,50,0.97,0.15,14.583267,121.031774,0,0,0,5.991819489357399,0,0,0,94.60736245957834
D001,2025-06-04 12:10:00,68,1.42,0.64,14.607978,121.098507,0,0,0,3.1490305288210774,1,0,0,97.66587252406103
D001,2025-06-04 12:20:00,72,0.25,0.45,14.582257,121.017661,0,0,0,1.266389457563101,1,0,0,99.3602494881932
D001,2025-06-04 12:30:00,67,0.81,0.49,14.626975,120.91858,0,0,0,5.566822355272492,0,0,0,94.98985988025476
D001,2025-06-04 12:40:00,60,0.47,1.01,14.670467,120.953879,0,1,0,1.5722124863470157,0,0,0,95.08500876228769
D001,2025-06-04 12:50:00,80,-0.23,0.77,14.670292,121.01389,0,0,0,3.842111632024813,0,0,0,96.54209953117767
D001,2025-06-04 13:00:00,32,1.79,1.16,14.633713,121.032936,0,1,0,5.88192690672927,1,0,0,91.70626578394365
D001,2025-06-04 13:10:00,47,1.61,0.73,14.618405,121.071254,0,0,0,4.498088856635956,1,0,0,96.45172002902764
D001,2025-06-04 13:20:00,56,0.99,0.45,14.668172,121.067068,0,0,0,5.026790000036445,1,0,0,95.9758889999672
